Date,Province,District,Confirmed,Deaths,Recovered,Readmitted
2020-07-07,Province 1,Udayapur,77,0,38,0
2020-07-08,Province 1,Udayapur,77,0,38,0
2020-07-09,Province 1,Udayapur,77,0,38,0
2020-07-10,Province 1,Udayapur,77,0,38,0
2020-07-11,Province 1,Udayapur,81,0,38,0
2020-07-12,Province 1,Udayapur,81,0,38,0
2020-07-13,Province 1,Udayapur,81,0,38,0
2020-07-14,Province 1,Udayapur,81,0,38,0
2020-07-15,Province 1,Udayapur,81,0,38,0
2020-07-16,Province 1,Udayapur,82,0,38,0
2020-07-17,Province 1,Udayapur,82,0,38,0
2020-07-18,Province 1,Udayapur,82,0,38,0
2020-07-19,Province 1,Udayapur,82,0,38,0
2020-07-20,Province 1,Udayapur,82,0,38,0
2020-07-21,Province 1,Udayapur,90,0,38,0
2020-07-22,Province 1,Udayapur,90,0,38,0
2020-07-23,Province 1,Udayapur,90,0,38,0
2020-07-24,Province 1,Udayapur,91,0,38,0
2020-07-25,Province 1,Udayapur,91,0,38,0
2020-07-26,Province 1,Udayapur,92,0,38,0
2020-07-27,Province 1,Udayapur,92,0,38,0
2020-07-28,Province 1,Udayapur,92,0,38,0
2020-07-29,Province 1,Udayapur,92,0,38,0
2020-07-30,Province 1,Udayapur,94,0,38,0
2020-07-31,Province 1,Udayapur,94,0,38,0
2020-08-01,Province 1,Udayapur,95,0,38,0
2020-08-02,Province 1,Udayapur,95,0,38,0
2020-08-03,Province 1,Udayapur,95,0,82,0
2020-08-04,Province 1,Udayapur,95,0,82,0
2020-08-05,Province 1,Udayapur,96,0,82,0
2020-08-06,Province 1,Udayapur,97,0,82,0
2020-08-07,Province 1,Udayapur,97,0,82,0
2020-08-08,Province 1,Udayapur,97,0,82,0
2020-08-09,Province 1,Udayapur,97,0,82,0
2020-08-10,Province 1,Udayapur,97,0,82,0
2020-08-11,Province 1,Udayapur,113,0,82,0
